project_id,std_name,provider_name,location_name,type,level,service_group,domain,rating,publication_date,primary_cat,region,report_type
location1169,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,Inclusion Healthcare Social Enterprise CIC,Inclusion Healthcare Social Enterprise CIC,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2015-02-05T00:00:00Z,GP Practices,East Midlands,Location
location1170,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,Inclusion Healthcare Social Enterprise CIC,Inclusion Healthcare Social Enterprise CIC,Primary Medical Services,location,People with long term conditions,Overall,Outstanding,2015-02-05T00:00:00Z,GP Practices,East Midlands,Location
location1171,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,Inclusion Healthcare Social Enterprise CIC,Inclusion Healthcare Social Enterprise CIC,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Outstanding,2015-02-05T00:00:00Z,GP Practices,East Midlands,Location
location1177,OUT OF HOURS WEST LANCASHIRE CIC,Out Of Hours West Lancashire C.I.C.,OWLS West Lancashire GP Federation,Primary Medical Services,location,Overall,Overall,Good,2019-05-29T00:00:00Z,Out of hours,North West,Location
location1183,WEST CAMBS FEDERATION CIC,West Cambs Federation CIC,Buckden Surgery,Independent Healthcare Org,location,Overall,Overall,Inadequate,2019-09-02T00:00:00Z,Independent consulting doctors,East of England,Location
location1189,WEST CAMBS FEDERATION CIC,West Cambs Federation CIC,Acorn Surgery,Independent Healthcare Org,location,Overall,Overall,Inadequate,2019-09-02T00:00:00Z,Independent consulting doctors,East of England,Location
location1195,WEST CAMBS FEDERATION CIC,West Cambs Federation CIC,Cornerstone Surgery,Independent Healthcare Org,location,Overall,Overall,Inadequate,2019-09-02T00:00:00Z,Independent consulting doctors,East of England,Location
location1201,WEST CAMBS FEDERATION CIC,West Cambs Federation CIC,Cromwell Place Surgery,Independent Healthcare Org,location,Overall,Overall,Inadequate,2019-09-02T00:00:00Z,Independent consulting doctors,East of England,Location
location1207,TOWER HAMLETS GP CARE GROUP CIC,Tower Hamlets GP Care Group CIC,Beaumont House,Independent Healthcare Org,location,Overall,Overall,Good,2019-04-24T00:00:00Z,Independent consulting doctors,London,Location
location1213,ALL SEASONS COMMUNITY SUPPORT CIC,All Seasons Community Support CIC,All Seasons Community Support Two Limited,Social Care Org,location,Overall,Overall,Good,2019-05-02T00:00:00Z,Community based adult social care services,South East,Location
location1214,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1215,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1221,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,Overall,Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1222,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1223,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1224,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1225,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Goldthorpe Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-05-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1226,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Outstanding,2017-06-22T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1227,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,Older people,Overall,Good,2016-11-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1233,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,Overall,Overall,Outstanding,2017-06-22T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1234,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2017-06-22T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1235,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2016-11-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1236,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-11-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1237,GATEWAY PRIMARY CARE CIC,Gateway Primary Care C.I.C.,The Gate Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-11-29T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1243,DHU HEALTH CARE CIC,DHU Health Care C.I.C.,Oadby Urgent Care Centre,Primary Medical Services,location,Overall,Overall,Good,2017-06-05T00:00:00Z,Urgent care services & mobile doctors,East Midlands,Location
location1244,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1245,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,Older people,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1251,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,Overall,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1252,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1253,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1254,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1255,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Lundwood Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1256,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1257,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1263,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,Overall,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1264,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1265,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1266,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1267,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,Brierley Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1268,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1269,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,Older people,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1275,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,Overall,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1276,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1277,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1278,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1279,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,BHF Highgate Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-08-15T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location1285,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,i-HEART 365 Service - GP Streaming,Primary Medical Services,location,Overall,Overall,Good,2019-01-17T00:00:00Z,Out of hours,Yorkshire and The Humber,Location
location1291,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,i-HEART 365 Service - Extended Hours,Primary Medical Services,location,Overall,Overall,Good,2019-01-17T00:00:00Z,Out of hours,Yorkshire and The Humber,Location
location1297,BARNSLEY HEALTHCARE FEDERATION CIC,Barnsley Healthcare Federation CIC,i-HEART 365 Service - Out of Hours Service,Primary Medical Services,location,Overall,Overall,Good,2019-01-17T00:00:00Z,Out of hours,Yorkshire and The Humber,Location
location1298,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,"Families, children and young people",Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1299,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,Older people,Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1305,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,Overall,Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1306,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1307,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1308,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,People with long term conditions,Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1309,SALFORD PRIMARY CARE TOGETHER CIC,Salford Primary Care Together CIC,SPCT Practices - Eccles Gateway,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2016-07-07T00:00:00Z,GP Practices,North West,Location
location1310,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1311,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,Older people,Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1317,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,Overall,Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1318,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1319,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1320,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1321,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Sparcells Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-01-09T00:00:00Z,GP Practices,South West,Location
location1327,POSITIVE SUPPORT FOR YOU CIC,Positive Support for You CIC,7 Beresford Buildings,Social Care Org,location,Overall,Overall,Good,2019-01-31T00:00:00Z,Community based adult social care services,North East,Location
location1328,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1329,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,Older people,Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1335,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,Overall,Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1336,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1337,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1338,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,People with long term conditions,Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1339,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Hill Top Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Outstanding,2016-11-16T00:00:00Z,GP Practices,North West,Location
location1345,CARE SOLUTION BUREAU CIC,Care Solution Bureau CIC,Care Solution Bureau CIC,Social Care Org,location,Overall,Overall,Requires improvement,2018-12-29T00:00:00Z,Community based adult social care services,London,Location
location1351,RANI CARE CIC,Rani Care C.I.C.,Rani Care C.I.C.,Social Care Org,location,Overall,Overall,Requires improvement,2019-06-19T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location1357,THURROCK LIFESTYLE SOLUTIONS CIC,Thurrock Lifestyle Solutions CIC,Thurrock Lifestyle Solutions,Social Care Org,location,Overall,Overall,Good,2019-02-01T00:00:00Z,Community based adult social care services,East of England,Location
location1363,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Hollyfield House,Social Care Org,location,Overall,Overall,Good,2018-08-22T00:00:00Z,Community based adult social care services,London,Location
location1369,SISTERS CARE SERVICES CIC,Sisters Care Services CIC,Sisters Care Service Limited,Social Care Org,location,Overall,Overall,Good,2017-06-08T00:00:00Z,Community based adult social care services,West Midlands,Location
provider6,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),NA,Independent Healthcare Org,provider,Community health inpatient services,Overall,Requires improvement,2017-04-26T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider12,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Good,2017-04-26T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider18,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2017-04-26T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider24,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),NA,Independent Healthcare Org,provider,Community urgent care service,Overall,Good,2017-04-26T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider30,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),NA,Independent Healthcare Org,provider,Overall,Overall,Good,2017-04-26T00:00:00Z,Community health - NHS & Independent,East of England,Provider
provider36,PROVIDE CIC,Provide Community Interest Company,NA,Independent Healthcare Org,provider,Community health inpatient services,Overall,Good,2019-05-15T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider42,PROVIDE CIC,Provide Community Interest Company,NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Outstanding,2019-05-15T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider48,PROVIDE CIC,Provide Community Interest Company,NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2017-03-08T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider54,PROVIDE CIC,Provide Community Interest Company,NA,Independent Healthcare Org,provider,End of life care,Overall,Good,2017-03-08T00:00:00Z,Community health - NHS & Independent,East of England,CoreService
provider60,PROVIDE CIC,Provide Community Interest Company,NA,Independent Healthcare Org,provider,Overall,Overall,Outstanding,2019-05-15T00:00:00Z,Community health - NHS & Independent,East of England,Provider
provider66,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Acute wards for adults of working age and psychiatric intensive care units,Overall,Good,2016-06-17T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider77,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for adults of working age,Overall,Good,2016-06-17T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider78,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for adults of working age,Overall,Good,2018-02-15T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider89,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for older people,Overall,Good,2016-06-17T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider90,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for older people,Overall,Good,2017-02-14T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider101,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Overall,Overall,Good,2016-06-17T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,Provider
provider102,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Overall,Overall,Good,2018-02-15T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,Provider
provider108,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Specialist eating disorders services,Overall,Outstanding,2018-02-15T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider119,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Wards for older people with mental health problems,Overall,Outstanding,2018-02-15T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider120,NAVIGO HEALTH AND SOCIAL CARE CIC,NAViGO Health and Social Care CIC,NA,Independent Healthcare Org,provider,Wards for older people with mental health problems,Overall,Good,2016-06-17T00:00:00Z,Mental health - community & hospital - independent,Yorkshire and The Humber,CoreService
provider126,NOTTINGHAM CITYCARE PARTNERSHIP CIC,Nottingham Citycare Partnership CIC,NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Good,2017-03-08T00:00:00Z,Community health - NHS & Independent,East Midlands,CoreService
provider132,NOTTINGHAM CITYCARE PARTNERSHIP CIC,Nottingham Citycare Partnership CIC,NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2017-03-08T00:00:00Z,Community health - NHS & Independent,East Midlands,CoreService
provider138,NOTTINGHAM CITYCARE PARTNERSHIP CIC,Nottingham Citycare Partnership CIC,NA,Independent Healthcare Org,provider,End of life care,Overall,Outstanding,2017-03-08T00:00:00Z,Community health - NHS & Independent,East Midlands,CoreService
provider144,NOTTINGHAM CITYCARE PARTNERSHIP CIC,Nottingham Citycare Partnership CIC,NA,Independent Healthcare Org,provider,Overall,Overall,Outstanding,2017-03-08T00:00:00Z,Community health - NHS & Independent,East Midlands,Provider
provider150,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Good,2017-04-26T00:00:00Z,Independent consulting doctors,Yorkshire and The Humber,CoreService
provider156,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2017-04-26T00:00:00Z,Independent consulting doctors,Yorkshire and The Humber,CoreService
provider162,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,NA,Independent Healthcare Org,provider,Community urgent care service,Overall,Good,2017-04-26T00:00:00Z,Independent consulting doctors,Yorkshire and The Humber,CoreService
provider168,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,NA,Independent Healthcare Org,provider,End of life care,Overall,Outstanding,2017-04-26T00:00:00Z,Independent consulting doctors,Yorkshire and The Humber,CoreService
provider174,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,NA,Independent Healthcare Org,provider,Community dental services,Overall,Good,2017-05-17T00:00:00Z,Community health - NHS & Independent,Yorkshire and The Humber,CoreService
provider180,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,NA,Independent Healthcare Org,provider,Community health inpatient services,Overall,Inadequate,2017-05-17T00:00:00Z,Community health - NHS & Independent,Yorkshire and The Humber,CoreService
provider186,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Inadequate,2017-05-17T00:00:00Z,Community health - NHS & Independent,Yorkshire and The Humber,CoreService
provider192,LOCALA COMMUNITY PARTNERSHIPS CIC,Locala Community Partnerships C.I.C.,NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2017-05-17T00:00:00Z,Community health - NHS & Independent,Yorkshire and The Humber,CoreService
provider198,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Acute wards for adults of working age and psychiatric intensive care units,Overall,Outstanding,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider204,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Child and adolescent mental health wards,Overall,Requires improvement,2018-08-07T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider210,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community end of life care,Overall,Requires improvement,2018-08-07T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider216,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community health inpatient services,Overall,Good,2018-08-07T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider222,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community health services for adults,Overall,Good,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider228,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,"Community health services for children, young people and families",Overall,Good,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider234,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community health sexual health services,Overall,Good,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider240,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community mental health services for people with a learning disability or autism,Overall,Outstanding,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider246,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community urgent care service,Overall,Good,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider252,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for adults of working age,Overall,Good,2017-08-07T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
provider258,LIVEWELL SOUTHWEST CIC,Livewell Southwest CIC,NA,Independent Healthcare Org,provider,Community-based mental health services for older people,Overall,Good,2016-10-19T00:00:00Z,Mental health - community & hospital - independent,South West,CoreService
