project_id,std_name,founded,SIC,SIC2,CLS,health_social,healthcare,smallcompanies,group,allocatedshares,aggregatevalue,shareholder,shareholder2,totalissueshares,mutuals,currentasset,currentliabilities,calledupshare,totalequity,employee-owned,spinout,dissolved,reported
provider375,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider376,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider377,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider378,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider379,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider380,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider381,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider382,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider383,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider384,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider385,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider386,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider387,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider388,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider389,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,socialcare,0,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
provider390,SIRONA CARE & HEALTH CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,1,NA,NA,NA,NA,NA,1,10673,7939,NA,1536,0,1,0,2019
location1364,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location1365,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location1366,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location1367,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location1368,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location1369,SISTERS CARE SERVICES CIC,2011,86900 - Other human health activities,"87300 - Residential care activities for the elderly and disabled
88990 - Other social work activities without accommodation not elsewhere classified",0,healthcare,1,0,0,NA,NA,NA,NA,NA,0,10673,7939,NA,1536,0,0,0,2019
location582,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location583,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location584,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location585,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location586,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location587,SOUTH DURHAM HEALTH CIC,2011,86210 - General medical practice activities,86220 - Specialists medical practice activities,0,healthcare,1,1,0,NA,NA,NA,NA,NA,0,1753325,1696406,NA,86177,0,0,0,2019
location133,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location134,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location135,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location136,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location137,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location138,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1132,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1133,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1134,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1135,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1136,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location1137,SPDNS NURSE CARE CIC,1988,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,720783,243831,2,478107,0,0,0,2019
location217,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location218,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location219,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location220,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location221,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location222,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location223,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location224,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location225,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location226,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location227,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location228,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location988,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location989,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location990,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location991,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location992,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location993,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location994,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location995,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location996,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location997,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location998,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location999,SPECTRUM COMMUNITY HEALTH CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,9753184,8555597,1,2224657,0,0,0,2019
location139,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location140,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location141,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location142,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location143,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location144,SPECTRUM CONTINUING CARE CIC,2010,86220 - Specialists medical practice activities,NA,1,healthcare,1,0,1,1,1,NA,individuals,1,0,172635,70356,NA,99313,0,0,0,2019
location355,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location356,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location357,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location358,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location359,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location360,SPRINGS OF JOY CARE SOLUTION (SOJ) CIC,2013,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,63264,15723,NA,20478,0,0,0,NA
location570,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location571,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location572,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location573,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location574,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location575,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location666,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location667,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location668,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location669,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location670,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location671,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location672,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location673,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location674,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location675,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location676,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location677,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location892,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location893,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location894,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location895,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location896,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location897,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location898,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location899,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location900,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location901,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location902,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location903,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location910,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location911,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location912,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location913,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location914,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location915,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location916,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location917,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location918,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location919,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location920,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location921,SUFFOLK GP FEDERATION CIC,2008,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,2428212,2557479,93405,414073,0,0,0,2019
location1078,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1079,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1080,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1081,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1082,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1083,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1084,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1085,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1086,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1087,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1088,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location1089,SUNNYHILL HEALTHCARE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,4,4,NA,individuals,4,0,40067,15885,4,28723,0,0,1,2019
location546,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location547,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location548,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location549,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location550,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location551,SUNSHINE CARE (ROCHDALE) CIC,2009,88100 - Social work activities without accommodation for the elderly and disabled,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,115030,61096,NA,53934,0,0,0,NA
location163,SUPPORT HORIZONS CIC,2006,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",87900 - Other residential care activities not elsewhere classified,0,socialcare,0,1,0,NA,NA,0,NA,NA,0,305252,220492,NA,87347,0,0,0,NA
